text,type,category,severity
It would be better if authorities improve the stagnant water causing disease situation in Tambaram,Suggestion,Health,Low
Please arrange to fix the road collapse in Guindy,Request,Road,Low
Please arrange to fix the stagnant water causing disease in Tambaram,Request,Health,Low
It would be better if authorities improve the overflowing dustbin situation in Velachery,Suggestion,Garbage,Low
It would be better if authorities improve the drainage overflow situation in Adyar,Suggestion,Drainage,Low
It would be better if authorities improve the blocked drainage situation in Guindy,Suggestion,Drainage,Low
It would be better if authorities improve the sewage issue situation in Anna Nagar,Suggestion,Drainage,Low
Please arrange to fix the street light not working in T Nagar,Request,Electricity,Low
It would be better if authorities improve the garbage not collected situation in Anna Nagar,Suggestion,Garbage,Low
"There is a blocked drainage in Guindy, causing inconvenience",Complaint,Drainage,Low
It would be better if authorities improve the overflowing dustbin situation in Adyar,Suggestion,Garbage,Low
"There is a stagnant water causing disease in Guindy for the past 3 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the power cut in Velachery,Request,Electricity,Low
"There is a stagnant water causing disease in Guindy for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the road damage in Anna Nagar,Request,Road,Low
It would be better if authorities improve the road collapse situation in Tambaram,Suggestion,Road,Low
Please arrange to fix the bus delay in Velachery,Request,Transport,Low
"There is a power cut in T Nagar for the past 4 days, causing inconvenience",Complaint,Electricity,High
"There is a stagnant water causing disease in T Nagar for the past 5 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the drainage overflow in Velachery,Request,Drainage,Low
It would be better if authorities improve the road collapse situation in Guindy,Suggestion,Road,Low
Please arrange to fix the mosquito problem in Perambur,Request,Health,Low
"There is a street light not working in Velachery for the past 3 days, causing inconvenience",Complaint,Electricity,High
"There is a pothole in Perambur, causing inconvenience",Complaint,Road,Low
Please arrange to fix the dirty water in Tambaram,Request,Water,Low
It would be better if authorities improve the drainage overflow situation in Anna Nagar,Suggestion,Drainage,Low
"There is a electric pole issue in Tambaram, causing inconvenience",Complaint,Electricity,Low
"There is a bus delay in Guindy for the past 3 days, causing inconvenience",Complaint,Transport,High
It would be better if authorities improve the public toilet unclean situation in Adyar,Suggestion,Health,Low
It would be better if authorities improve the stagnant water causing disease situation in Guindy,Suggestion,Health,Low
It would be better if authorities improve the electric pole issue situation in Guindy,Suggestion,Electricity,Low
"There is a street light not working in Anna Nagar for the past 3 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the street light not working in Guindy,Request,Electricity,Low
"There is a street light not working in T Nagar, causing inconvenience",Complaint,Electricity,Low
Please arrange to fix the traffic congestion in Adyar,Request,Transport,Low
Please arrange to fix the public toilet unclean in Tambaram,Request,Health,Low
"There is a damaged bus stop in Guindy for the past 1 days, causing inconvenience",Complaint,Transport,Low
Please arrange to fix the mosquito problem in Guindy,Request,Health,Low
Please arrange to fix the drainage overflow in Adyar,Request,Drainage,Low
It would be better if authorities improve the drainage overflow situation in Perambur,Suggestion,Drainage,Low
Please arrange to fix the no water supply in Adyar,Request,Water,Low
"There is a no water supply in T Nagar for the past 2 days, causing inconvenience",Complaint,Water,Medium
"There is a road collapse in Velachery for the past 2 days, causing inconvenience",Complaint,Road,High
Please arrange to fix the road collapse in Adyar,Request,Road,Low
It would be better if authorities improve the bad smell from waste situation in Adyar,Suggestion,Garbage,Low
It would be better if authorities improve the blocked drainage situation in T Nagar,Suggestion,Drainage,Low
It would be better if authorities improve the pipe burst situation in Perambur,Suggestion,Water,Low
It would be better if authorities improve the pipe burst situation in Perambur,Suggestion,Water,Low
"There is a pothole in Adyar for the past 4 days, causing inconvenience",Complaint,Road,High
It would be better if authorities improve the pothole situation in Adyar,Suggestion,Road,Low
Please arrange to fix the blocked drainage in T Nagar,Request,Drainage,Low
Please arrange to fix the sewage issue in Anna Nagar,Request,Drainage,Low
Please arrange to fix the sewage issue in Adyar,Request,Drainage,Low
It would be better if authorities improve the overflowing dustbin situation in Adyar,Suggestion,Garbage,Low
Please arrange to fix the blocked drainage in Perambur,Request,Drainage,Low
It would be better if authorities improve the sewage issue situation in Anna Nagar,Suggestion,Drainage,Low
Please arrange to fix the public toilet unclean in Adyar,Request,Health,Low
It would be better if authorities improve the bus delay situation in Tambaram,Suggestion,Transport,Low
It would be better if authorities improve the blocked drainage situation in Guindy,Suggestion,Drainage,Low
It would be better if authorities improve the drainage overflow situation in Anna Nagar,Suggestion,Drainage,Low
Please arrange to fix the no water supply in Tambaram,Request,Water,Low
Please arrange to fix the drainage overflow in T Nagar,Request,Drainage,Low
Please arrange to fix the no water supply in Anna Nagar,Request,Water,Low
Please arrange to fix the electric pole issue in Perambur,Request,Electricity,Low
"There is a dirty water in Velachery for the past 1 days, causing inconvenience",Complaint,Water,Low
"There is a sewage issue in Guindy for the past 5 days, causing inconvenience",Complaint,Drainage,High
"There is a road damage in Velachery for the past 1 days, causing inconvenience",Complaint,Road,Low
"There is a stagnant water causing disease in Perambur for the past 5 days, causing inconvenience",Complaint,Health,High
It would be better if authorities improve the road collapse situation in Anna Nagar,Suggestion,Road,Low
"There is a mosquito problem in Perambur for the past 1 days, causing inconvenience",Complaint,Health,Low
"There is a water leakage in Velachery for the past 4 days, causing inconvenience",Complaint,Water,High
It would be better if authorities improve the road collapse situation in Perambur,Suggestion,Road,Low
"There is a damaged bus stop in Tambaram for the past 2 days, causing inconvenience",Complaint,Transport,Medium
Please arrange to fix the traffic congestion in Guindy,Request,Transport,Low
"There is a blocked drainage in Guindy, causing inconvenience",Complaint,Drainage,Low
"There is a traffic congestion in Guindy for the past 3 days, causing inconvenience",Complaint,Transport,High
"There is a mosquito problem in Perambur for the past 3 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the traffic congestion in Adyar,Request,Transport,Low
It would be better if authorities improve the road collapse situation in Anna Nagar,Suggestion,Road,Low
It would be better if authorities improve the road damage situation in T Nagar,Suggestion,Road,Low
"There is a street light not working in T Nagar for the past 5 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the damaged bus stop in Perambur,Request,Transport,Low
It would be better if authorities improve the electric pole issue situation in Perambur,Suggestion,Electricity,Low
It would be better if authorities improve the road damage situation in Anna Nagar,Suggestion,Road,Low
It would be better if authorities improve the road damage situation in Anna Nagar,Suggestion,Road,Low
Please arrange to fix the street light not working in Perambur,Request,Electricity,Low
Please arrange to fix the mosquito problem in Velachery,Request,Health,Low
It would be better if authorities improve the overflowing dustbin situation in Velachery,Suggestion,Garbage,Low
It would be better if authorities improve the blocked drainage situation in Velachery,Suggestion,Drainage,Low
Please arrange to fix the traffic congestion in Guindy,Request,Transport,Low
"There is a drainage overflow in Adyar, causing inconvenience",Complaint,Drainage,High
Please arrange to fix the road damage in Velachery,Request,Road,Low
It would be better if authorities improve the blocked drainage situation in T Nagar,Suggestion,Drainage,Low
It would be better if authorities improve the bad smell from waste situation in Adyar,Suggestion,Garbage,Low
It would be better if authorities improve the damaged bus stop situation in Velachery,Suggestion,Transport,Low
